1,17.165605,17.165605
2,18.535048,18.535048
3,19.904854,19.904854
4,21.274903,21.274903
5,22.6454,22.6454
6,24.649613,24.649613
7,26.640643,26.640643
8,28.868587,28.868587
9,31.367679,31.367679
10,34.143343,34.143343
11,37.201,37.201
12,40.66,40.66
13,44.446668,44.446668
14,48.563519,48.563519
15,53.74848,53.74848
16,59.081897,59.081897
17,64.420047,64.420047
18,69.724455,69.724455
19,75.123137,75.123137
20,80.584775,80.584775
21,86.112028,86.112028
22,91.703742,91.703742
23,97.244628,97.244628
24,102.812644,102.812644
25,108.409563,108.409563
26,113.201694,113.201694
27,118.102906,118.102906
28,122.979318,122.979318
29,129.72733,129.72733
30,136.29291,136.29291
31,142.67085,142.67085
32,149.029029,149.029029
33,155.416987,155.416987
34,161.825495,161.825495
35,169.106313,169.106313
36,176.518077,176.518077
37,184.072741,184.072741
38,191.709518,191.709518
39,199.556908,199.556908
40,207.382042,207.382042
41,215.3989,215.3989
42,224.165667,224.165667
43,233.50216,233.50216
44,243.350573,243.350573
45,256.063067,256.063067
46,268.543493,268.543493
47,281.526075,281.526075
48,295.013648,295.013648
49,309.067188,309.067188
50,323.601597,323.601597
51,336.757542,336.757542
52,350.530312,350.530312
53,364.482705,364.482705
54,378.619181,378.619181
55,398.600417,398.600417
56,416.398254,416.398254
57,434.386996,434.386996
58,452.566797,452.951051
59,471.426268,472.606217
60,490.481663,492.88489
61,509.50428,513.568543
62,532.771793,539.103198
63,556.393323,565.510563
64,580.103031,592.538753
65,607.894973,624.443427
66,630.20133,651.470148
67,652.866818,679.49683
68,675.186325,707.79406
69,697.782682,736.671422
70,720.170325,765.640231
71,742.454652,794.773403
72,765.205477,824.677397
73,784.374617,851.157781
74,803.401172,877.74209
75,830.920776,914.229123
76,854.403332,946.746752
77,877.759777,979.411386
78,900.117232,1011.223022
79,923.766661,1044.791746
80,946.370258,1077.443668
81,968.634183,1109.99754
82,991.029365,1142.976615
83,1013.527108,1176.369483
84,1036.132954,1210.184393
85,1066.623598,1253.835659
86,1089.964198,1288.952801
87,1114.964489,1325.484092
88,1141.662656,1363.456928
89,1171.941798,1405.097377
90,1202.813736,1446.853458
91,1233.939915,1488.215547
92,1264.69967,1528.444567
93,1305.689483,1580.367911
94,1346.084383,1630.847528
95,1411.738173,1711.197785
96,1468.874501,1780.453941
97,1524.041318,1847.322809
98,1576.966305,1911.474309
99,1627.613082,1972.864342
100,1674.809242,2030.071808
